https://api-na-adrv2.padsv.gungho.jp/api.php?action=clear_dungeon;pid;sid;hash;tmd;nxc;;dung;floor;v;c;r;m;key;e_key;e_chksum;ss;;;s;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;sm;cm
392;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f01b9c62;26c9b10f;10;1;2;215;1300;0;23D6A799;CB;38;207f74ee;11:05:18;0:00:05;349706;89f92f34;53363b74;a89a5560;835904a7;f0194d0a;d01dc359;5575a507;97c6aca8;14fa72e5;bcfe7389;395f6bb6;e9520093;789ff0b4;7b63828b;29890de;1cf0f64c;9d6423c7;c3f5d3af;2b7b6bdd;da44abdf;0
393;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7ff18603;30681ff7;10;1;2;215;1300;0;552FE277;E8;C4;207f74f3;11:05:23;0:00:05;349706;d2d9fc61;d5abe197;42c07896;8b641448;3ffbfa98;9655ac59;185751fc;715089ef;6d11046;7ed6692c;b7bf2cf4;b7230fe2;e3bfe924;2af1bde8;ad6318f3;e70fae32;2d99d51e;fbd6a376;5adb511a;da44abd4;0
394;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;72fd04fe;ef40df27;10;1;2;215;1300;0;F4F49633;5D;89;207f74f8;11:05:28;0:00:05;349706;1bb8c952;581f87b7;dce79bc4;936fe5fd;8fdea62e;5c8d9559;db3afef4;4adb6736;f8a7ada7;40b14f50;361eee32;84f40ee9;4edfe194;da7ef944;582da107;b12f6618;bdcd8674;33b73331;8a3c3657;da44abd1;0
395;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f5b76ef9;9fe67b5f;10;1;2;215;1300;0;9A09B711;79;60;207f74fd;11:05:33;0:00:05;349706;649896bf;da942dd6;770dbf79;9b79f6a7;dfc053bd;22c57e59;9e1cabed;2465447c;ea7d4b07;289a2fb;b47eaf70;52c50dcc;b9ffda04;8a0c34a1;2f8291b;7b4e1dff;4e0137ca;6b9082f8;b99d1b94;da44abee;0
396;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;40d70f47;74f07d04;10;1;2;215;1300;0;49FAC188;EA;FC;207f7502;11:05:38;0:00:05;349706;ad7763e8;5d09d3f6;1134e2af;a384c648;2fa2ff33;e8fd6759;60fe58e2;fdef21c3;dc54e868;c461981f;32dd70ae;20960ccf;251fd274;399a6ffd;adc3b130;456ed5e5;de35e920;a2711243;e8fe00d1;da44abeb;0
397;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;901dad36;63dad109;10;1;2;215;1300;0;171081EE;15;5C;207f7507;11:05:43;0:00:05;349706;f65730d5;df7e7a11;ab5a05dd;ab8ed7fd;7f85a4c1;af355059;23e005db;d77aff09;ce2a85c9;8639ff82;b13d31ec;ee670bce;903fcae4;e928ab5a;588e3944;f8d8dcc;6e699a76;da52e20d;185fe60e;da44abe0;0
398;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;e0d9201b;b1029d0e;10;1;2;215;1300;0;2C659F66;7B;13;207f750c;11:05:48;0:00:05;349706;3f36fe06;61f22031;45802913;b399a0a7;cf675057;756c3959;e6c3b2d3;b104dc50;c0002329;4811d526;2f9df32a;bc380aed;fb60c354;98b5e6b6;359c158;d9ad45b2;fe9d4bcc;122c71d4;47c0cb4b;da44abfd;0
399;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;e8d37294;49273d8e;10;1;2;215;1300;0;F769B844;FC;EF;207f7511;11:05:53;0:00:05;349706;8816cb73;e467c650;dfa74c40;bba4b048;1f49fde5;3ba42259;a9a55fc8;8a8eb996;b1d7c08a;9e9cb49;adfcb468;8a0a09e0;6680bbc5;48432213;ae24496d;a3ccfd98;8ed2fd22;4a0dc19f;7720b088;da44abfa;0
400;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5c725de9;9ed527c5;10;1;2;215;1300;0;811CCE88;7C;6F;207f7516;11:05:58;0:00:05;349706;d0f5985c;66dc6c70;79cd6ff6;c3ae81f2;6f2ba97b;1dc0b59;6c870cc1;641896dd;a3ad5dea;cbc12eed;2c5c75a5;57db08eb;d1a0b435;f7d15d70;58efd181;6decb57f;1f06ae78;82ee5166;a68195c5;da44abf7;0
401;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ab91fe37;73ef19ba;10;1;2;215;1300;0;0AF07D55;B6;8A;207f751b;11:06:03;0:00:05;349706;19d56589;e9501293;13f49324;cbb992a7;bf0e5509;c814f459;2f69b9b6;3da37423;9583fb4b;8d980410;aabb36e3;25acf60a;3cc0aca5;a75e98cc;3ba5995;380b6d65;af3a5fce;bacf2121;d5e27b02;da44aa0c;0
402;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a8af50ec;ce05fa8a;10;1;2;215;1300;0;B5A7B0FF;FA;3A;207f7520;11:06:08;0:00:05;349706;62b432fa;6bc5b8b3;ae1ab659;d3c46248;ef0029c;8e4cdd59;f24c66af;172d516a;875a98ac;4f707bb4;291bf821;f37df701;a7e0a515;56ecd429;ae85e1aa;22b254c;3f6e1124;f2a8b0eb;543603f;da44aa09;0
403;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;fa2d711c;c117d2af;10;1;2;215;1300;0;6218B122;4D;83;207f7525;11:06:13;0:00:05;349706;ab940027;ee3a5ed2;4840d98f;dbce73f2;5ed2ae12;5484c659;b52e13a7;f0b72eb0;7930360c;114851df;a77bb95f;c14ef5f4;13009d85;67a0f85;595069be;cc4bdd32;cfa2c27a;2a8900b2;34a4457b;da44aa06;0
404;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;4e84b698;896b48e4;10;1;2;215;1300;0;2D3AC2AA;32;B8;207f752a;11:06:18;0:00:05;349706;f473cd10;70ae04f2;e267fd3d;e3d97ca7;aeb55ba0;1abcaf59;7810c09c;ca420bf7;6b06d36d;d320b743;25da7a9d;8f1ff2f7;7e2095f5;b6074ae2;41bf1d2;966a9518;5fd773d0;616a907d;64052ab8;da44aa03;0
405;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;68190799;99709186;10;1;2;215;1300;0;723AC1AA;41;61;207f752f;11:06:23;0:00:05;349706;3d539a7d;f323ab1d;7c8d2073;ebe34c48;fe970736;e0f49859;3af26d95;a3cce93e;5cdd70ce;94f8aae6;a43a3bdb;5cf0f3e6;e9408e65;6595863f;aee679e6;608a4cff;f00b2526;994467c4;93650ff5;da44aa18;0
406;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;77c6aeea;aeea6c77;10;1;2;215;1300;0;28BAC166;24;AD;207f7534;11:06:28;0:00:05;349706;863267ae;7598513d;16b443a0;f3ee5df2;4e79acc4;a72c8156;fdd51a8a;7d56c684;4eb30e2e;56d0800a;2299fd19;2ac1f0f5;546186d5;1523c19b;59b101fb;2aa904e5;803fd67c;d125f78e;c2c6f532;da44aa15;0
407;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f70c43ef;fe34c07f;10;1;2;215;1300;0;16928C99;BF;D6;207f7539;11:06:33;0:00:05;349706;cf12349b;f80cf75c;b0da66d6;fbf92ea7;9e5b585a;6d646a56;c0b7c783;56e0a3cb;4089ab8f;18a8e7ae;a0f9be57;f892f1f9;bf817f42;c4b1fcf8;47c8a0f;f4c9bccc;107387d2;9064749;f227da6f;da44aa13;0
408;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;cfca4b9d;d9b4acfc;10;1;2;215;1300;0;F5BEDDCC;93;AF;207f753e;11:06:38;0:00:05;349706;17f101c4;7a819d7c;4b008a04;4033e48;ee3e05e9;339c5356;8399747b;306b8111;326048ef;da83ddd1;1f597f95;c663fec5;2aa177b2;743e3854;af471223;bee874b2;a0a73928;41e7d710;2188bfac;da44aa28;0
409;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;fb6ac3d1;1d3ca6bf;10;1;2;215;1300;0;A65ED911;E3;E4;207f7543;11:06:43;0:00:05;349706;60d1cf31;fcf6439f;e527adb9;c0e0ff2;3e20b17f;f9d43c56;467b2170;9f55e58;2436e650;9c5b3375;9db840d3;9434fff2;95c17022;23cc73b1;5a129a38;89082c98;30dbea7e;79c0a6db;50e9a4e9;da44aa25;0
410;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f2e5474e;e4745e2f;10;1;2;215;1300;0;47728800;32;91;207f7548;11:06:48;0:00:05;349706;a9b19c62;7f6ae9bf;7f4dd0ef;141918a7;8e025d0d;c00c2556;95dce69;e37f3b9e;160c83b1;5e331698;1c180211;6206fcfb;e16892;d35aaf0e;4dd224c;5327e47f;c1109bd4;b1a136a2;804a8a26;da44aa22;0
411;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f3907158;8517093f;10;1;2;215;1300;0;DC87AB66;94;F9;207f754d;11:06:53;0:00:05;349706;f290694f;1df8fde;1974f41d;1c23e849;dde50a83;86440e56;cc407b5e;bd0a18e5;7e32111;200b0c3c;9a77c34f;2fd7fdfc;6c016102;82e7ea6a;afa8aa60;1d479c65;51444d2b;e983866c;afaa6f63;da44aa3f;0
412;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;3fcd645b;b546dcf3;10;1;2;215;1300;0;0BF07D55;19;76;207f7552;11:06:58;0:00:05;349706;3b7036b8;845435fe;b39a1753;242ef9f2;2dc7b611;4c7cf756;8f222856;9694f62b;f9b9be72;e1e363a7;18d7848c;fda8faf1;d7215972;327525c7;5a733275;e766544c;e178fe81;205c1637;df0b54a0;da44aa34;0
413;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c7cff924;429ffc7c;10;1;2;215;1300;0;861EDB77;78;11;207f7558;11:07:04;0:00:06;349706;c615c648;8746ca27;39620ea5;c76e1ac1;8da34ccb;6d8ca8ab;df655e4d;9ba032e6;4f204819;ca7e38ea;b07d393d;c16fb666;f1481d3d;6b8639d0;f43308f3;a6bf9760;5b5039b5;979d7abf;7e4c3482;da44aa31;0
414;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5afd88f3;3f88dfa5;10;1;2;215;1300;0;5C728800;1B;8D;207f755d;11:07:09;0:00:05;349706;ef593b5;9bb7046;d38831da;cf78ea6a;dd86f859;33c491ab;a2470b42;752a102d;40f7e57a;8c561e0d;2edcfa7b;8f41b717;5c6815ad;1b13752c;9efe9108;70df4f46;eb84eb0b;ce7eca06;adad19bf;da44aa4e;0
415;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;d81c2057;7502c18d;10;1;2;215;1300;0;DC749877;9E;9B;207f7562;11:07:14;0:00:05;349706;57d560e6;8c301666;6daf5508;d783fb1c;2d68a5ef;f9fc7aab;6529b83b;4eb5ed73;32cd82da;4e2e75b1;ad3cbbb9;5d12b408;c7880e1d;caa1b089;49c9191c;3aff072d;7bb89c61;65f59c1;dd0efefc;da44aa4b;0
416;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;76895c35;53c59867;10;1;2;215;1300;0;29549BEE;EA;5B;207f7567;11:07:19;0:00:05;349706;a0b42dd3;ea4bc81;7d578be;df8ec4c1;7d4a517d;c03463ab;280b6533;283fcaba;24a3203b;10096bd4;2b9c7cf7;2ae3b505;32a8068d;7a2febe5;f494a130;51ebf13;bed4db7;3e392988;c6fe439;da44aa40;0
417;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ac7ba823;328ab7ca;10;1;2;215;1300;0;1098B366;87;F1;207f756c;11:07:24;0:00:05;349706;e994fb3c;911962a1;a1fb9bec;e798d46b;cd2cfef0;866c4cab;eaee1228;1c9a801;167abd9c;d1e14178;a9fb3e35;f8b4b212;9dc8fefd;29bc2742;9f5f2945;cf3e76fa;9c21ff0d;761ab953;3bd0c976;da44aa5d;0
418;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;3fcd645b;b546dcf3;10;1;2;215;1300;0;3367AFDD;C9;58;207f7571;11:07:29;0:00:05;349706;3273c869;138e08c1;3c22bf21;efa3a51c;1d0faa86;4ca435ab;add0bf21;db548547;8505afc;93b9a4e3;285bff73;c685b368;8e8f76d;d94a629e;4a2ab159;995d2ee0;2c55b063;aefb091d;6b30aeb3;da44aa5a;0
419;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a0d4fe73;37ef4d0a;10;1;2;215;1300;0;8325A1CC;8F;3A;207f7576;11:07:34;0:00:05;349706;7b53955a;9602aee0;d648e257;f7adb6c1;6cf15614;12dc1eab;70b26c16;b4de628e;fa26f85d;55919a07;a6bac0b1;9456b063;7408efda;88d89dfb;f4f5396d;637de6c6;bc8961b9;e6d498e4;9a9193f0;da44aa57;0
420;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9817ffaf;faff7189;10;1;2;215;1300;0;2DE9B700;7F;0E;207f757b;11:07:39;0:00:05;349706;c4326287;18775500;706f0585;ffb8866b;bcd303aa;d91407ab;3394190f;8e683fd4;ebfd95be;1769f1aa;251a81ee;6227b152;df29e84a;3865d958;9fc0c182;2d9c9ead;4cbd130f;1eb568af;c9f2792d;da44aa6c;0
421;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+7316d81;18d6137+;10;1;2;215;1300;0;C24BC422;AB;92;207f7583;11:07:47;0:00:08;349706;d2657798;1c65c53c;cd79a4a7;d963077a;3ca47a87;afd44902;9e986101;ea793b78;887f7f2;4d8e88b3;ef4c1d85;11dc159d;575c4299;847b9eb9;176b34d5;d768f81d;99de61ff;11b776b2;48f34e5b;da44aa64;0
422;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;3b6ee579;975ee6b3;10;1;2;215;1300;0;E7CFE044;1F;47;207f7588;11:07:52;0:00:05;349706;1b4444c5;9eda6b5f;679fc7d5;e16d102f;8c862615;760c3202;617a0df9;c40318bf;fa5d9552;f66eed7;6dacdec3;dfad1282;c27c3b09;3409da15;c236bcea;a188b004;2a121355;4990c67d;78543398;da44aa61;0
423;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5afd88f3;3f88dfa5;10;1;2;215;1300;0;F43EDB88;25;5A;207f758d;11:07:57;0:00:05;349706;64241236;214e117f;1c6eb0b;e978e1d0;dc68d3ab;3c441b02;245cbaee;9d8df605;ec3332b3;d13ec47a;ec0ca001;ad7e139b;2d9c3379;e3971572;6d0144fe;6ba767ea;ba46c4ab;807155c7;a7b518d5;da44aa7e;0
424;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;cb6bccbb;bbccb6bc;10;1;2;215;1300;0;82618588;71;4A;207f7592;11:08:02;0:00:05;349706;ad03df63;a3c3b79e;9bec0eb9;f183f17a;2c4b7f3e;27c0402;e73f67e7;7717d34c;de0ad014;93163b9e;6a6b613e;7b4f1094;98bc2bd6;932450ce;17cccd12;35c71fd1;4a7a7601;b852258e;d716fe12;da44aa7b;0
425;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;aae6d32d;d23d6eaa;10;1;2;215;1300;0;780DD577;E0;C2;207f7597;11:08:07;0:00:05;349706;f5e3ac4c;26385dbe;361331ee;f98dc22f;7c2d24cc;c8b4ed02;aa2114dc;50a2b092;cfe06d74;54ee1101;e8cb227c;492011a1;3dc2446;42b28c2b;c2975527;ffe6d7b7;daae2757;f02cb549;677e34f;da44aa70;0
426;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;90afd4e1;1e4dfa09;10;1;2;215;1300;0;7B149744;C3;95;207f759c;11:08:12;0:00:05;349706;3ec279b9;a8ac03d9;d039551c;198d3d0;cc0fd042;8eecd602;6d03c1d5;2a2c8dd9;c1b60ad5;16c674a5;672ae3ba;16f11e56;6efd1cb6;f240c788;6d62dd3b;ca068f9d;6ae3d8ad;280d0510;35d8c88c;da44aa8d;0
427;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;45a0ba33;33ab0a54;10;1;2;215;1300;0;811ABE11;8A;B2;207f75a1;11:08:17;0:00:05;349706;87a246ea;2b21a9f9;6a5f7852;9a2a37a;1bf27dd0;5524bf02;2fe56ecd;3b66b20;b38da836;d8a16ac8;e58aa4f8;e4c31f56;da1d1526;a1ce02e4;182d654f;94254784;fb178a03;60ee94da;6538adc9;da44aa8b;0
428;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;30d1e5b5;5b5e1d03;10;1;2;215;1300;0;2B78B6DD;5C;D6;207f75a6;11:08:22;0:00:05;349706;d08113d7;ad965018;4869b87;11adac2f;6bd42966;1b5ba802;f2c81bc2;dd414866;a5634596;9a79406c;63ea6636;b2941c47;453d0d96;515b3e41;c2f8ed64;5e45ff6a;8b4b3b5a;98cf64a5;94999305;da44aa80;0
429;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7ff18603;30681ff7;10;1;2;215;1300;0;7ABAC066;73;9D;207f75ab;11:08:27;0:00:05;349706;1961e100;300af638;9eacbf35;19b8bdd0;bbb6d6f4;e1939102;b5aac8bb;b6cb25ad;9739e2f7;5c51a797;e2492774;80651d54;b05d0606;e9799d;6dc27578;2865b751;1b7fecb0;d0a8f46c;c3fa7842;da44aa9d;0
430;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;e1444a25;52a4441e;10;1;2;215;1300;0;B3E9BA88;86;FD;207f75b0;11:08:32;0:00:05;349706;6240ae6d;b27f9c5b;38d3e26b;21c28d7a;b98828a;a7cb7a02;788c75b0;905502f3;89108057;1e299d3b;60a9e8b2;4e361a29;1b7dfe76;b077b4fa;188dfd8c;f2846f37;abb39e06;8894437;f35b5d7f;da44aa9a;0
431;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;72fd04fe;ef40df27;10;1;2;215;1300;0;9CE393BB;AC;66;207f75b5;11:08:37;0:00:05;349706;ab207b5e;34f4427b;d2f90599;29cd9e2f;5b7b2e19;6e036302;3b6e22a8;69dfe03a;7ae61db8;e001f35e;df08a9f0;1c071b21;869df6e6;6004f057;c35885a0;bca4271d;3be74f5c;3f6b2bfe;22bc42bc;da44aa97;0
432;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;50198b8e;e8b89105;10;1;2;215;1300;0;1F618588;26;34;207f75bb;11:08:43;0:00:06;349706;35c60b69;37e6d6a0;58c1fcf3;cd0dbff2;bb57c4b2;8f131457;8bb1589f;6eec1cf5;d04ea75f;c89c49e1;76ae5ea1;dfcfd7ec;a0c4baa1;9915045f;5d195c1f;7bfd6a32;b5c08a90;b6a43806;c1fd229f;da44aaac;0
433;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a81d2941;1492d18a;10;1;2;215;1300;0;BDB28CAA;6D;94;207f75c0;11:08:48;0:00:05;349706;7ea5d85a;ba5b7cc3;f2e72020;d51788a4;b397041;554bfd57;4e930594;4876fa3b;c22444c0;8a74af05;f50e1fde;ada0d4e3;be4b311;48a33fbc;7e4e434;461c2218;45f43be6;ee858fc1;f15e07dc;da44aaa9;0
434;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7c7cb10d;d01bc7c7;10;1;2;215;1300;0;15CDD455;92;82;207f75c5;11:08:53;0:00:05;349706;c785a587;3cd022e3;8d0e4356;dd229849;5b1c1dd7;1b83e657;1176b28d;2200d782;b3fae220;4c4c82a8;736de11c;7b71d5ea;7704ab81;f8307b18;b2af6c48;103cd9ff;d628ed3c;25661f8b;20beed19;da44aaa6;0
435;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;36853a8d;d8a35863;10;1;2;215;1300;0;962394DD;CA;EA;207f75ca;11:08:58;0:00:05;349706;106472f0;bf44c902;27346684;e52d69f2;aafec965;e1bbcf57;d4585f85;fb8bb4c8;a5d17f81;e24f8cc;f1cda25a;4942d295;e224a3f1;a7beb675;5d7af45c;da5b91e5;665c9e92;5d47ef52;501fd256;da44aaa3;0
436;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ea28478a;a87482ae;10;1;2;215;1300;0;8D4FE288;B8;C6;207f75cf;11:09:03;0:00:05;349706;59443fdd;41b96f22;c15a8a3a;ed377aa4;fae076fb;a7f3b857;973a0c7a;d515920f;97a71ce2;cfffde77;702d6398;1713d380;4d449c6e;574cf1d2;8457c70;a47b49cc;f6904fe8;95217f1d;7f80b793;da44aab8;0
437;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;aa2426e2;2e6242aa;10;1;2;215;1300;0;CA0BC400;99;4C;207f75d4;11:09:08;0:00:05;349706;a2230d0e;c42e154d;5b81ad6f;f5424a49;4ac32289;6e2ba157;5a1cb973;ae9f6f55;897dba42;91d7359b;ee8c24d6;e4e4d097;b86494de;6d92d2e;b3100485;6e9a01b2;86c4013e;cd02cee4;aee19ccf;da44aab5;0
438;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;970e54c3;3c45e079;10;1;2;215;1300;0;7B4BC522;06;C0;207f75d9;11:09:13;0:00:05;349706;eb03da7b;46a2bb6d;f5a7d09d;fd4d5bf3;9aa5ce1f;34638a57;1cff6668;882a4c9c;7b5457a3;53af2b3e;6cece614;b2b5d196;23848d4e;b667688b;5dda8c99;38bab998;16f9b294;5e35eaf;de42820c;da44aab2;0
439;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;601eb520;025be106;10;1;2;215;1300;0;648BC644;C9;B4;207f75de;11:09:18;0:00:05;349706;33e3a7a4;c917618c;8fcef3d3;55724a4;ea877bad;fa9b7354;dfe11361;61b429e3;6d2af504;15870ea2;eb4ba752;8086dee1;8ea485be;65f5a3e7;8a514ad;2d9717f;a72d63ea;3dbc2e69;da36749;da44aacf;0
440;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+227c395;593c722+;10;1;2;215;1300;0;BE5EDB99;C2;DB;207f75e3;11:09:23;0:00:05;349706;7cc27491;4b8c07ac;29f41700;d623449;3a692720;c0d35c54;a2c3c059;3b3e0729;5f009264;d75f64c5;69ab6890;4e57dfd4;f9c57e2e;1582df44;b3709cc2;ccf92965;37611540;759dbe30;3d034c86;da44aac4;0
441;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9b6cd4a5;5a4dc6b9;10;1;2;215;1300;0;86E7AD99;E7;1A;207f75e8;11:09:28;0:00:05;349706;c5a241c3;ce00adcf;c41a3ab6;156c05f3;8a4cccb6;870b4554;65a56d4e;14c8e470;50d62fc5;99375a69;e80b29ce;1c28dcda;64e5769e;c5101aa1;5e3b24d6;9719e14c;c795c696;ac7e0dfb;6c6431c3;da44aac1;0
442;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b36c50b0;0b05c63b;10;1;2;215;1300;0;13C59D11;CC;94;207f75ed;11:09:33;0:00:05;349706;e810f2c;507553ef;5e415de4;1d7716a4;da2e7844;4d432e54;28881a47;ee53c1b6;42adcd26;5b0fb18c;666aeb0c;e9faddc3;d0056f0e;749e55fd;906acea;61389932;57c977ec;e4589d42;9bc51700;da44aade;0
443;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;6c77877b;b77877c6;10;1;2;215;1300;0;4EF28A44;82;38;207f75f2;11:09:38;0:00:05;349706;5761dc19;d2eafa0f;f867811a;2582e649;2a1025da;137b1754;eb6ac73c;c7dd9efd;34836a86;1ce69730;e4caac4a;b7cbdadc;3b25677e;242c915a;b3d134ff;2b585118;e7fe2942;1c396d0c;cb26fc3d;da44aadb;0
444;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;60d0ddcb;bcdd0d06;10;1;2;215;1300;0;5A949600;60;1C;207f75f7;11:09:43;0:00:05;349706;a040a94a;555ea02e;928ea44f;2d8cf7f3;79f3d168;d9b30054;ae4c7434;a1677c43;265907e7;debe8d5b;63296d87;859cdbd9;a6455fef;d3b9ccb6;5e9cbd13;f57708ff;7832da98;541afcd7;fa87e17a;da44aad0;0
445;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;722adc53;35cda227;10;1;2;215;1300;0;4C3AC2AA;42;7C;207f75fc;11:09:48;0:00:05;349706;e92076b7;d7d3464e;2cb4c7fd;3597c0a4;c9d57efe;9febe954;712e212d;7af2598a;1830a547;a096e0ff;e1892ec5;536dd91e;1165585f;83470813;9674527;bf97c0e5;8668bef;8cfb4c9e;29e8c6b7;da44aaed;0
446;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;4ae8e401;104e8ea4;10;1;2;215;1300;0;15D8B488;4B;CB;207f7601;11:09:53;0:00:05;349706;31ff43e0;5a48ec69;c6daeb33;3da2d049;19b72a8d;6623d254;3411ce22;547c36d0;a0642a8;626ec662;5fe9f003;213ec61f;7c8550cf;32d54370;b432cd3c;89b678cc;989a3d45;c4d4dc59;5948abf4;da44aaea;0
447;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;22e43e64;46e34e22;10;1;2;215;1300;0;87C9BDFF;3C;16;207f7606;11:09:58;0:00:05;349706;7adf10cd;dcbd9289;61010e60;45aca1f3;699ad603;2c5bbb54;f6f37b1b;2e061417;fbdce009;24463d86;de48b141;ef0fc718;e7a5493f;e2627ecc;5efd5550;53d630b2;28ceee9b;fcb5ac20;88a99131;da44aae7;0
